TOWDUR,BOTTEMP,anom,anom10,nsmall,nmedium,nlarge,SEASON_FALL,SVVESSEL_DE,SVVESSEL_HB,tod_night,tod_twilight_dawn,tod_twilight_dusk,lunar_phase_new,lunar_phase_q1,lunar_phase_q3,lunar_phase_wane_c,lunar_phase_wane_g,lunar_phase_wax_c,lunar_phase_wax_g,AREA_GoM,stratum_X1140,stratum_X1150,stratum_X1160,stratum_X1170,stratum_X1180,stratum_X1190,stratum_X1200,stratum_X1210,stratum_X1220,stratum_X1230,stratum_X1240,stratum_X1250,stratum_X1260,stratum_X1270,stratum_X1280,stratum_X1290,stratum_X1300,stratum_X1360,stratum_X1370,stratum_X1380,stratum_X1390,stratum_X1400,stratum_X3560,stratum_X3580,stratum_X3590,stratum_X3600,stratum_X3610,stratum_X3630,stratum_X3640,stratum_X3650,stratum_X3660
0.5875440658049353,0.11630434782608695,0.49876412383633273,0.4088095915446511,0,3.2973788863561446,3.2973788863561446,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.11630434782608695,0.4855503535331149,0.3991790820907038,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.11630434782608695,0.44346060871433163,0.3474067916124075,0,0,3.9718630057841633,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.11630434782608695,0.4238342734110344,0.3680293653051732,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.12717391304347828,0.45333207241144696,0.37580019017490723,0,6.585814790419853,3.4802246166528286,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.13804347826086957,0.47132611844200223,0.3884526870782007,0,5.461179986977316,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.13804347826086957,0.45263251986598135,0.39004670243609574,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1326086956521739,0.4507281823811025,0.3946294965900465,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1326086956521739,0.4671288031692195,0.3928362293124113,0,0,3.9718630057841633,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1489130434782609,0.45636346677512024,0.3833385544716193,0,4.191231780675305,4.191231780675305,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.13804347826086957,0.4597835014418413,0.3954929215755744,3.2973788863561446,0,3.2973788863561446,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.11630434782608695,0.44474312171435204,0.3550115732156929,0,3.2973788863561446,3.2973788863561446,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.11086956521739132,0.47023792559350014,0.39871416094465023,0,3.5757729663414546,4.254824377101007,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.11630434782608695,0.4707431579874475,0.43232131807360674,0,3.9718630057841633,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.10543478260869563,0.42884773332019377,0.3616533038735912,0,3.9718630057841633,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.2684782608695652,0.4201421905321879,0.3220021718459481,0,0,5.05783689558055,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.32282608695652176,0.41213620028964765,0.3876888880525471,0,5.2110786910007745,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.10543478260869563,0.4365039472899899,0.37400692289727594,0,4.591641585758265,5.683473469172225,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.14347826086956522,0.3990390220773448,0.3442187608966117,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1869565217391304,0.3990390220773448,0.3442187608966117,0,3.5130989578633627,4.591641585758265,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.11630434782608695,0.4023036006228427,0.3629484413518736,0,0,4.655546393313158,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1,0.4247670101383107,0.35086049155451,3.491303245619832,5.861115914811817,5.257350685635284,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.10543478260869563,0.4247670101383107,0.35086049155451,0,7.054152415476992,7.184100194934401,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.10543478260869563,0.4488238448962351,0.3423590763123974,0,4.591641585758265,5.683473469172225,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.11086956521739132,0.44369379289616484,0.3476724608387142,0,8.953517401175047,10.159472163564606,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.10543478260869563,0.4154785068957614,0.33455504278937487,3.498060356809541,5.550671140561881,4.861401282550952,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.11630434782608695,0.4154785068957614,0.33455504278937487,4.182630790494607,7.00137925533545,5.779786939256203,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.16521739130434784,0.40770570083504193,0.33249610628542337,0,0,3.9718630057841633,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.16521739130434784,0.4195203660473295,0.37935351607688605,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.16521739130434784,0.3766922046527882,0.41013793767623263,0,0,5.05783689558055,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.17608695652173917,0.362312513440461,0.41877218753149376,0,6.050151017411805,4.591641585758265,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.2358695652173913,0.37673106868309186,0.42345460764531884,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.24673913043478263,0.37490445925882043,0.4214288797946569,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1489130434782609,0.4023036006228427,0.448693184145321,0,4.218982357120946,5.126405723808736,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.20869565217391306,0.41198074416843306,0.46612772712230044,0,3.2973788863561446,3.2973788863561446,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.2358695652173913,0.450572726259888,0.47937797978476904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.225,0.4527491119568922,0.4202333682762335,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.2032608695652174,0.4527491119568922,0.4202333682762335,0,3.5757729663414546,4.254824377101007,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.20869565217391306,0.4370869077445447,0.40714915888018366,0,4.218982357120946,5.126405723808736,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.19239130434782611,0.44322742453250974,0.41339238569860753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.21956521739130436,0.4558970984114878,0.4247165364703117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1,0.4654576498661626,0.44181899291440546,3.4735180432417816,4.836281906951478,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.14347826086956522,0.4654576498661626,0.44181899291440546,0,0,3.9718630057841633,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.14347826086956522,0.4726086314420226,0.44769692454663473,0,5.970304749272356,4.876786390753079,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1326086956521739,0.545362096170339,0.4318231882742636,0,0,3.9718630057841633,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.19239130434782611,0.5063037457152292,0.4263105518282096,0,4.5512418439625355,4.151039905898646,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.17608695652173917,0.5160197532911412,0.4204658288492603,0,0,3.9718630057841633,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.17608695652173917,0.49308997541201133,0.4202333682762335,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1869565217391304,0.4865608183210098,0.40389471085780876,0,4.254824377101007,3.5757729663414546,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.15434782608695652,0.47101520619957304,0.40678386369398917,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1815217391304348,0.4749793372905339,0.39592463406833844,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.16521739130434784,0.4749793372905339,0.39592463406833844,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1489130434782609,0.4749793372905339,0.39592463406833844,0,0,3.9718630057841633,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.2358695652173913,0.4749793372905339,0.39592463406833844,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.25217391304347825,0.4985309396545108,0.39439703601701964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.16521739130434784,0.44711382756287454,0.396489181174251,0,6.541425744185012,4.157851735731274,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.15978260869565217,0.4281870448050318,0.39356681968478113,0,4.655546393313158,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.2358695652173913,0.44074012659308753,0.3909101274216257,0,4.254824377101007,3.5757729663414546,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.2358695652173913,0.4202587826230988,0.39376607160451843,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.08369565217391305,0.42503905835043626,0.4350776362966385,0,4.655546393313158,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.12173913043478263,0.42503905835043626,0.4350776362966385,0,0,3.9718630057841633,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.2630434782608696,0.5717119087160998,0.47559219330980007,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.225,0.5609077082917984,0.4547703676972971,0,0,5.05783689558055,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1,0.5461005127460521,0.4469331255209849,0,5.328255344466213,3.41104457188298,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.08369565217391305,0.4365039472899899,0.4153849048959703,0,0,3.9718630057841633,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.19584802193497844,0.09456521739130434,0.4749016092299379,0.4463021611084837,0,4.821136527489177,5.3772930716102625,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.23043478260869568,0.5380556584732533,0.40831146174530797,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1869565217391304,0.5333919748368156,0.3774938314926728,0,3.2973788863561446,3.2973788863561446,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.23043478260869568,0.5163306655335703,0.3894821553301774,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.10543478260869563,0.5092962760485987,0.35919586353016525,0,3.2973788863561446,3.2973788863561446,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1489130434782609,0.5189345555638584,0.3664353499472753,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.08913043478260868,0.5325758302004951,0.347008287772933,0,5.174913092543429,4.0875507028006925,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.1,0.5237925593518707,0.3404993917281929,0,5.410756933161161,4.169102675721816,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.09456521739130434,0.5174188583820725,0.3193454795827945,0,3.5757729663414546,4.254824377101007,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.12173913043478263,0.5192843318366477,0.31220561912555306,0,4.876786390753079,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3133568350959655,0.08913043478260868,0.49608250574538093,0.3237622304702937,0,5.550671140561881,5.082995708413857,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.08369565217391305,0.49608250574538093,0.3237622304702937,0,6.009427247482154,4.151039905898646,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.12717391304347828,0.49608250574538093,0.3237622304702937,4.862157292716286,7.339949393986796,6.8703351389456655,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5875440658049353,0.11086956521739132,0.49608250574538093,0.3237622304702937,0,3.9718630057841633,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19584802193497844,0.14347826086956522,0.5023784786545606,0.3135339652571347,0,6.181127350691039,4.179577397759802,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.19584802193497844,0.1489130434782609,0.4974427468060087,0.31393246909660916,0,8.898189134190055,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5875440658049353,0.07282608695652174,0.4673231233207377,0.31635670078673594,0,6.385371892785909,3.523259746937913,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5875440658049353,0.12717391304347828,0.4673231233207377,0.31635670078673594,0,6.593272818585843,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5875440658049353,0.08369565217391305,0.4058013633501677,0.3293744928762163,4.1746810301626684,7.295354563533835,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
