TOWDUR,BOTTEMP,SURFTEMP,AVGDEPTH,anom,anom10,AIRTEMP,BAROPRESS,WINDDIR,WAVEHGT,nsmall,nmedium,nlarge,SEASON_FALL,SVVESSEL_DE,SVVESSEL_HB,tod_night,tod_twilight_dawn,tod_twilight_dusk,lunar_phase_new,lunar_phase_q1,lunar_phase_q3,lunar_phase_wane_c,lunar_phase_wane_g,lunar_phase_wax_c,lunar_phase_wax_g,AREA_GoM,stratum_X1140,stratum_X1150,stratum_X1160,stratum_X1170,stratum_X1180,stratum_X1190,stratum_X1200,stratum_X1210,stratum_X1220,stratum_X1230,stratum_X1240,stratum_X1250,stratum_X1260,stratum_X1270,stratum_X1280,stratum_X1290,stratum_X1300,stratum_X1360,stratum_X1370,stratum_X1380,stratum_X1390,stratum_X1400,stratum_X3560,stratum_X3580,stratum_X3590,stratum_X3600,stratum_X3610,stratum_X3630,stratum_X3640,stratum_X3650,stratum_X3660
0.6573381060852587,0.3608695652173914,0.25557809330628806,0.75,0.35904793489495457,0.31731975173213256,0.09027777777777778,0.8507462686567164,0.4166666666666667,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6573381060852587,0.45326086956521744,0.29208924949290066,0.32038834951456313,0.35970862341011656,0.3104455605012074,0.09722222222222222,0.8507462686567164,0.4444444444444444,0.0375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6573381060852587,0.12717391304347828,0.2109533468559838,0.14563106796116504,0.40498521871379445,0.34654336662687946,0.08333333333333333,0.81343283582089565,0.5555555555555556,0.125,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6573381060852587,0.17608695652173917,0.22312373225152132,0.1941747572815534,0.4004769911985795,0.30978138743541667,0.08333333333333333,0.7947761194029852,0.5555555555555556,0.075,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6573381060852587,0.38260869565217387,0.23529411764705882,0.4393203883495146,0.3543065231979208,0.2696985429149999,0.08333333333333333,0.7947761194029852,0.5555555555555556,0.075,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6573381060852587,0.3608695652173914,0.21906693711967548,0.22572815533980584,0.39243213692573753,0.31130898548673547,0.09027777777777778,0.701492537313433,0.5416666666666666,0.0375,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6573381060852587,0.4641304347826087,0.24340770791075053,0.3276699029126214,0.3335919950461101,0.22978174166106938,0.09722222222222222,0.7761194029850748,0.5277777777777778,0.0375,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6573381060852587,0.42608695652173917,0.2596348884381339,0.3470873786407767,0.3335919950461101,0.22978174166106938,0.09722222222222222,0.7761194029850748,0.5277777777777778,0.0375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6573381060852587,0.3608695652173914,0.30425963488843816,0.4077669902912621,0.2534932285903929,0.21440613518806056,0.1111111111111111,0.7201492537313434,0.5833333333333334,0.0625,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6573381060852587,0.14347826086956522,0.2393509127789047,0.1966019417475728,0.4586953085933391,0.3443848041630594,0.09722222222222222,0.6828358208955225,0.5833333333333334,0.075,0,2.3978952727983707,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
